B3GALT1	beta-1,3-galactosyltransferase 1	beta3Gal-T1														
B3GALT2	beta-1,3-galactosyltransferase 2	beta3Gal-T2														
B3GALT4	beta-1,3-galactosyltransferase 4	beta3Gal-T4	GalT4	ganglioside galactosyltransferase												
B3GALT5	beta-1,3-galactosyltransferase 5	beta3Gal-T5	B3GalT-V	GLCT5	B3T5	homolog of C. elegans Bt toxin resistance gene bre-5	GlcNAc-beta-1,3-galactosyltransferase 5									
B3GALT6	beta-1,3-galactosyltransferase 6	beta3GalT6	beta-1,3-galactosyltransferase-6													
B3GAT1	beta-1,3-glucuronyltransferase 1	CD57	LEU7	GlcAT-P	HNK-1	NK-1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	glucuronosyltransferase P								
B3GAT2	beta-1,3-glucuronyltransferase 2	GlcAT-S	glucuronosyltransferase S	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2												
B3GAT3	beta-1,3-glucuronyltransferase 3	GlcAT-I	glucuronosyltransferase I	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3												
B3GLCT	beta 3-glucosyltransferase	B3GALTL	B3GTL	B3Glc-T	beta-1,3-glucosyltransferase											
B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	B3GNT1	B3GNT-2	BETA3GNT	B3GN-T2	B3GN-T1										
B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	TMEM3	B3GN-T3	beta3Gn-T3	HP10328	B3GNT-3	putative type II membrane protein	beta-1,3-N-acetylglucosaminyltransferase bGnT-3	transmembrane protein 3							
B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	B3GN-T4	beta3Gn-T4													
B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	B3GN-T5	beta3Gn-T5	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase												
B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3Gn-T6	core 3 synthase													
B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	beta3GnT7														
B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GALT7	BGALT15	beta3Gn-T8												
B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	MGC4655														
B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	B3GNT8														
B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	GALGT	SPG26	beta1-4GalNAc-T	GD2 synthase, GM2 synthase											
B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	GALGT2	Sda	Cad												
B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	B4GalNac-T3	FLJ16224	FLJ40362												
B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	FLJ25045	NGalNAc-T1	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N- acetylgalactosaminyltransferase												
B4GALT1	beta-1,4-galactosyltransferase 1	GGTB2	beta4Gal-T1													
B4GALT2	beta-1,4-galactosyltransferase 2	beta4Gal-T2														
B4GALT3	beta-1,4-galactosyltransferase 3	beta4Gal-T3														
B4GALT4	beta-1,4-galactosyltransferase 4	beta4Gal-T4														
B4GALT5	beta-1,4-galactosyltransferase 5	beta4GalT-V	beta4-GalT IV													
B4GALT6	beta-1,4-galactosyltransferase 6	beta4GalT-VI	UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase													
B4GALT7	beta-1,4-galactosyltransferase 7	XGALT-1	beta4Gal-T7	galactosyltransferase I												
B4GAT1	beta-1,4-glucuronyltransferase 1	B3GNT6	B3GNT1	iGNT	iGAT	iGnT	BETA3GNTI	B3GN-T1	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase							
BAAT	bile acid-CoA:amino acid N-acyltransferase	BAT	glycine N-choloyltransferase													
BBOX1	gamma-butyrobetaine hydroxylase 1	BBOX	gamma-BBH	G-BBH	BBH											
BCAT1	branched chain amino acid transaminase 1	BCT1														
BCAT2	branched chain amino acid transaminase 2	BCT2	BCAM													
BCHE	butyrylcholinesterase	CHE1	CHE2	E1												
BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha	OVD1A	MSU	maple syrup urine disease												
BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	maple syrup urine disease	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial													
BCO1	beta-carotene oxygenase 1	BCDO	BCDO1	BCMO1	FLJ10730	BCMO										
BDH1	3-hydroxybutyrate dehydrogenase 1	BDH	SDR9C1	short chain dehydrogenase/reductase family 9C, member 1												
BDH2	3-hydroxybutyrate dehydrogenase 2	DHRS6	UCPA-OR	FLJ13261	UNQ6308	PRO20933	SDR15C1	short chain dehydrogenase/reductase family 15C, member 1								
BHMT	betaine--homocysteine S-methyltransferase	BHMT1	betaine homocysteine methyltransferase													
BHMT2	betaine--homocysteine S-methyltransferase 2															
BLVRA	biliverdin reductase A	BLVR														
BLVRB	biliverdin reductase B	FLR	SDR43U1	short chain dehydrogenase/reductase family 43U, member 1	(flavin reductase (NADPH))											
BPGM	bisphosphoglycerate mutase															
BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1															
BSG	basigin (Ok blood group)	OK	EMMPRIN	CD147	EMPRIN	Ok blood group	extracellular matrix metalloproteinase inducer									
BTD	biotinidase															
C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	C1GALT	T-synthase	core 1 beta3-Gal-T												
CA1	carbonic anhydrase 1	Car1														
CA2	carbonic anhydrase 2	Car2	CA-II	CAII												
CA3	carbonic anhydrase 3	Car3	CAIII													
CA4	carbonic anhydrase 4	RP17	CAIV	Car4												
CA5A	carbonic anhydrase 5A	CA5	CAV	CAVA												
CA5B	carbonic anhydrase 5B															
CA6	carbonic anhydrase 6															
CA7	carbonic anhydrase 7															
CA8	carbonic anhydrase 8	CALS	CARP													
CA9	carbonic anhydrase 9	MN	CAIX	carbonic dehydratase	RCC-associated protein G250											
CA12	carbonic anhydrase 12	HsT18816														
CA13	carbonic anhydrase 13	CAXIII	FLJ37995	MGC59868												
CA14	carbonic anhydrase 14															
CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	GATD4														
CANT1	calcium activated nucleotidase 1	SHAPY	SCAN-1	Soluble Ca-Activated Nucleotidase, isozyme 1												
CARNS1	carnosine synthase 1	ATPGD1	KIAA1394													
CAT	catalase															
CBR1	carbonyl reductase 1	CBR	SDR21C1	short chain dehydrogenase/reductase family 21C, member 1												
CBR3	carbonyl reductase 3	SDR21C2	short chain dehydrogenase/reductase family 21C, member 2													
CBR4	carbonyl reductase 4	FLJ14431	SDR45C1	short chain dehydrogenase/reductase family 45C, member 1												
CBS	cystathionine beta-synthase	HIP4														
CBSL	cystathionine beta-synthase like															
CD36	CD36 molecule	SCARB3	GPIV	FAT	GP4	GP3B										
CD38	CD38 molecule	ADP-ribosyl cyclase 1	NAD(+) nucleosidase													
CDA	cytidine deaminase	CDD														
CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	PIS1	PIS	phosphatidylinositol synthase												
CDO1	cysteine dioxygenase type 1															
CDS1	CDP-diacylglycerol synthase 1	phosphatidate cytidylyltransferase														
CDS2	CDP-diacylglycerol synthase 2	phosphatidate cytidylyltransferase 2														
CEL	carboxyl ester lipase	BSSL	MODY8	bile salt-stimulated lipase												
CEPT1	choline/ethanolamine phosphotransferase 1															
CERK	ceramide kinase	hCERK	FLJ23239	dA59H18.3	DKFZp434E0211	FLJ21430	KIAA1646	LK4	dA59H18.2							
CERS1	ceramide synthase 1	LASS1	LAG1	UOG1												
CERS2	ceramide synthase 2	LASS2	SP260	FLJ10243												
CERS3	ceramide synthase 3	LASS3	MGC27091													
CERS4	ceramide synthase 4	LASS4	FLJ12089	Trh1												
CERS5	ceramide synthase 5	LASS5	Trh4	MGC45411	FLJ25304											
CERS6	ceramide synthase 6	LASS6														
CES1	carboxylesterase 1	HMSE	CES2	HMSE1	SES1	CEH	CES1A1	CES1A2	human monocyte/macrophage serine esterase 1							
CES2	carboxylesterase 2	CE-2	iCE	CES2A1												
CES3	carboxylesterase 3	FLJ21736	ES31	esterase 31	brain carboxylesterase BR3											
CES5A	carboxylesterase 5A	CES7	FLJ31547	CES4C1	CES5	CAUXIN										
CFTR	CF transmembrane conductance regulator	CF	ABCC7	MRP7	ABC35	TNR-CFTR	dJ760C5.1	CFTR/MRP	ATP-binding cassette sub-family C, member 7							
CH25H	cholesterol 25-hydroxylase															
CHAT	choline O-acetyltransferase															
CHDH	choline dehydrogenase															
CHIA	chitinase acidic	AMCase	TSA1902	CHIT2	acidic mammalian chitinase											
CHIT1	chitinase 1	CHIT	CHI3	chitotriosidase												
CHKA	choline kinase alpha	CHK	CKI													
CHKB	choline kinase beta	CHKL	CHETK													
CHPF	chondroitin polymerizing factor	CSS2	CHSY2	chondroitin sulfate synthase 2												
CHPF2	chondroitin polymerizing factor 2	KIAA1402	ChSy-3	CSGlcA-T	chondroitin sulfate glucuronyltransferase											
CHPT1	choline phosphotransferase 1	CPT1	phosphatidylcholine synthesizing enzyme													
CHST1	carbohydrate sulfotransferase 1	C6ST	KSGal6ST	Keratan sulfotransferase												
CHST2	carbohydrate sulfotransferase 2	C6ST														
CHST3	carbohydrate sulfotransferase 3	C6ST	C6ST1	chondroitin 6 sulfotransferase 1												
CHST4	carbohydrate sulfotransferase 4	HEC-GLCNAC-6-ST	LSST													
CHST5	carbohydrate sulfotransferase 5	I-GLCNAC-6-ST	FLJ22167													
CHST6	carbohydrate sulfotransferase 6	MCDC1														
CHST7	carbohydrate sulfotransferase 7	C6ST-2	C6ST2													
CHST11	carbohydrate sulfotransferase 11	C4ST1	C4St-1	C4ST	HSA269537	chondroitin 4-sulfotransferase 1										
CHST12	carbohydrate sulfotransferase 12	C4S-2	C4ST2	chondroitin 4-sulfotransferase 2												
CHST13	carbohydrate sulfotransferase 13	C4ST3	chondroitin 4-sulfotransferase 3													
CHST14	carbohydrate sulfotransferase 14	D4ST1	HD4ST	D4ST-1												
CHSY1	chondroitin sulfate synthase 1	KIAA0990	CSS1													
CHSY3	chondroitin sulfate synthase 3	CSS3	CHSY-2													
CKB	creatine kinase B	CKBB	creatine kinase brain-type													
CKM	creatine kinase, M-type	CKMM														
CKMT1A	creatine kinase, mitochondrial 1A	CKMT1														
CKMT1B	creatine kinase, mitochondrial 1B	CKMT	CKMT1	UMTCK												
CKMT2	creatine kinase, mitochondrial 2	SMTCK														
CLC	Charcot-Leyden crystal galectin	LGALS10	MGC149659	Gal-10	eosinophil lysophospholipase	lysolecithin acylhydrolase	galectin 10	lectin, galactoside-binding, soluble, 10								
CLPS	colipase	pancreatic colipase														
CLYBL	citramalyl-CoA lyase	CLB														
CMA1	chymase 1															
CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	CMP-Neu5Ac synthetase	N-acylneuraminate cytidylyltransferase													
CMPK1	cytidine/uridine monophosphate kinase 1	CMPK	UMP-CMPK	UMP-CMP kinase	Cytidine monophosphate kinase	UMP/CMP kinase										
CMPK2	cytidine/uridine monophosphate kinase 2	TYKi	UMP-CMPK2	NDK	cytidylate kinase 2	UMP/CMP kinase	nucleoside-diphosphate kinase									
CNDP1	carnosine dipeptidase 1	MGC10825	CN1	CPGL2	HsT2308	carnosinase 1	glutamate carboxypeptidase-like protein 2	beta-Ala-His dipeptidase								
CNDP2	carnosine dipeptidase 2	PEPA	FLJ10830	CN2	HsT2298	CPGL	cytosolic nonspecific dipeptidase	carnosine dipeptidase II	carnosinase-2							
CNP	2',3'-cyclic nucleotide 3' phosphodiesterase															
COASY	Coenzyme A synthase	DPCK	NBP	PPAT												
COMT	catechol-O-methyltransferase															
COMTD1	catechol-O-methyltransferase domain containing 1	FLJ23841														
COQ2	coenzyme Q2, polyprenyltransferase	CL640	FLJ26072	4-hydroxybenzoate polyprenyltransferase												
COQ3	coenzyme Q3, methyltransferase	bA9819.1	polyprenyldihydroxybenzoate methyltransferase													
COQ5	coenzyme Q5, methyltransferase	MGC4767	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase													
COQ6	coenzyme Q6, monooxygenase	CGI-10														
COQ7	coenzyme Q7, hydroxylase	CLK-1	CAT5	5-demethoxyubiquinone hydroxylase												
COX4I1	cytochrome c oxidase subunit 4I1	COX4	COX4-1													
COX4I2	cytochrome c oxidase subunit 4I2	COX4L2	COXIV-2	COX4B	dJ857M17.2	COX4-2	cytochrome c oxidase subunit IV-like 2									
COX5A	cytochrome c oxidase subunit 5A															
COX5B	cytochrome c oxidase subunit 5B															
COX6A1	cytochrome c oxidase subunit 6A1	COX6A														
COX6A2	cytochrome c oxidase subunit 6A2															
COX6B1	cytochrome c oxidase subunit 6B1	COX6B	COXG													
COX6B2	cytochrome c oxidase subunit 6B2	COXVIB2	FLJ32865	CT59	cytochrome c oxidase subunit VIb, testes specific	cancer/testis antigen 59										
COX6C	cytochrome c oxidase subunit 6C															
COX7A1	cytochrome c oxidase subunit 7A1	COX7A	COX7AH													
COX7A2	cytochrome c oxidase subunit 7A2	COXVIIa-L	COX7AL													
COX7A2L	cytochrome c oxidase subunit 7A2 like	EB1	COX7RP	COX7AR	SIG81											
COX7B	cytochrome c oxidase subunit 7B															
COX7B2	cytochrome c oxidase subunit 7B2															
COX7C	cytochrome c oxidase subunit 7C															
COX8A	cytochrome c oxidase subunit 8A	COX8	COX8-2	COX8L	VIII-L	COX	VIII									
COX8C	cytochrome c oxidase subunit 8C	COX8-3	cytochrome c oxidase subunit VIII isoform 3													
CP	ceruloplasmin	ferroxidase														
CPA1	carboxypeptidase A1	CPA	pancreatic carboxypeptidase A													
CPA2	carboxypeptidase A2															
CPA5	carboxypeptidase A5															
CPA6	carboxypeptidase A6	CPAH														
CPOX	coproporphyrinogen oxidase	CPO	CPX	HCP	coproporphyria	homozygous coproporphyria										
CPS1	carbamoyl-phosphate synthase 1	carbamoyl-phosphate synthase (ammonia)														
CPT1A	carnitine palmitoyltransferase 1A	CPT1	CPT1-L	L-CPT1												
CPT1B	carnitine palmitoyltransferase 1B	M-CPT1	CPT1-M	carnitine O-palmitoyltransferase 1B												
CPT1C	carnitine palmitoyltransferase 1C	FLJ23809	CPTIC	CPT1P	CATL1											
CPT2	carnitine palmitoyltransferase 2	CPT1	CPTASE													
CRAT	carnitine O-acetyltransferase	CAT1														
CRLS1	cardiolipin synthase 1	C20orf155	dJ967N21.6	CLS1	GCD10	GCD10 homolog (S. cerevisiae)										
CROT	carnitine O-octanoyltransferase	COT														
CS	citrate synthase															
CSAD	cysteine sulfinic acid decarboxylase	PCAP	CSD	P-selectin cytoplasmic tail-associated protein												
CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	CSGalNAcT-1	FLJ11264	ChGn	chondroitin beta1,4 N-acetylgalactosaminyltransferase	glucuronylgalactosylproteoglycan 4-beta-N- acetylgalactosaminyltransferase										
CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	GALNACT2	MGC40204	PRO0082	GALNACT-2	chondroitin beta1,4 N-acetylgalactosaminyltransferase 2	glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase 2									
CTBP1	C-terminal binding protein 1	BARS	brefeldin A-ribosylated substrate													
CTDSPL2	CTD small phosphatase like 2	HSPC129	FLJ10523													
CTH	cystathionine gamma-lyase															
CTPS1	CTP synthase 1	CTPS	GATD5													
CTPS2	CTP synthase 2															
CTSA	cathepsin A	GSL	PPGB	carboxypeptidase C	lysosomal protective protein	carboxypeptidase-L	carboxypeptidase Y-like kininase	deamidase	lysosomal carboxypeptidase A	urinary kininase						
CXXC5	CXXC finger protein 5	HSPC195	RINF	WID	retinoid-inducible nuclear factor	WT1-induced Inhibitor of Dishevelled										
CYB5D1	cytochrome b5 domain containing 1	FLJ32499														
CYB5R1	cytochrome b5 reductase 1	NQO3A2	humb5R2													
CYB5R2	cytochrome b5 reductase 2															
CYB5R3	cytochrome b5 reductase 3	DIA1	NADH-cytochrome b5 reductase 3													
CYBRD1	cytochrome b reductase 1	DCYTB	FLJ23462	FRRS3	CYB561A2	ferric-chelate reductase 3	cytochrome b561 family, member A2									
CYC1	cytochrome c1	UQCR4														
CYP1A1	cytochrome P450 family 1 subfamily A member 1	CYP1	P450DX	P1-450	P450-C	CP11										
CYP1A2	cytochrome P450 family 1 subfamily A member 2	P3-450	CP12													
CYP1B1	cytochrome P450 family 1 subfamily B member 1	GLC3A	CP1B													
CYP2A6	cytochrome P450 family 2 subfamily A member 6	CYP2A3	CPA6	CYP2A												
CYP2A7	cytochrome P450 family 2 subfamily A member 7	CYP2A														
CYP2A13	cytochrome P450 family 2 subfamily A member 13	CPAD	CYP2A													
CYP2B6	cytochrome P450 family 2 subfamily B member 6	CYP2B	CPB6	CYPIIB6												
CYP2C8	cytochrome P450 family 2 subfamily C member 8	CPC8														
CYP2C9	cytochrome P450 family 2 subfamily C member 9	CYP2C10	P450IIC9													
CYP2C18	cytochrome P450 family 2 subfamily C member 18	CYP2C17	P450IIC17	CPCI	CYP2C											
CYP2C19	cytochrome P450 family 2 subfamily C member 19	CYP2C	P450IIC19	CPCJ												
CYP2D6	cytochrome P450 family 2 subfamily D member 6	CYP2DL1	CYP2D7P2	CYP2D7BP	CYP2D8P2	CYP2D7AP	CPD6	P450-DB1	CYP2D	P450C2D						
CYP2E1	cytochrome P450 family 2 subfamily E member 1	CYP2E														
CYP2F1	cytochrome P450 family 2 subfamily F member 1	CYP2F														
CYP2J2	cytochrome P450 family 2 subfamily J member 2															
CYP2S1	cytochrome P450 family 2 subfamily S member 1															
CYP2U1	cytochrome P450 family 2 subfamily U member 1	SPG56	SPG49	spastic paraplegia 49												
CYP3A4	cytochrome P450 family 3 subfamily A member 4	CYP3A3														
CYP3A5	cytochrome P450 family 3 subfamily A member 5	PCN3	P450PCN3	CP35												
CYP3A7	cytochrome P450 family 3 subfamily A member 7	CP37	P450-HFLA													
CYP3A43	cytochrome P450 family 3 subfamily A member 43															
CYP4A11	cytochrome P450 family 4 subfamily A member 11	CYP4A2	CYP4AII													
CYP4B1	cytochrome P450 family 4 subfamily B member 1															
CYP4F2	cytochrome P450 family 4 subfamily F member 2															
CYP4F3	cytochrome P450 family 4 subfamily F member 3	LTB4H	CYP4F													
CYP4F8	cytochrome P450 family 4 subfamily F member 8															
CYP4F11	cytochrome P450 family 4 subfamily F member 11															
CYP4F12	cytochrome P450 family 4 subfamily F member 12															
CYP4F22	cytochrome P450 family 4 subfamily F member 22	FLJ39501														
CYP4V2	cytochrome P450 family 4 subfamily V member 2	CYP4AH1														
CYP4X1	cytochrome P450 family 4 subfamily X member 1	MGC40051														
CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	CYP4A20														
CYP7A1	cytochrome P450 family 7 subfamily A member 1	CYP7	cholesterol 7 alpha-monooxygenase	cholesterol 7α-hydroxylase												
CYP7B1	cytochrome P450 family 7 subfamily B member 1	SPG5A														
CYP8B1	cytochrome P450 family 8 subfamily B member 1	CYP12														
CYP11A1	cytochrome P450 family 11 subfamily A member 1	CYP11A	P450SCC	cholesterol monooxygenase (side-chain-cleaving)												
CYP11B1	cytochrome P450 family 11 subfamily B member 1	CYP11B	P450C11	FHI	CPN1	steroid 11-beta-monooxygenase										
CYP11B2	cytochrome P450 family 11 subfamily B member 2	CYP11B	CYP11BL	CPN2	P-450C18	P450aldo	ALDOS	steroid 11-beta-monooxygenase								
CYP17A1	cytochrome P450 family 17 subfamily A member 1	CYP17	P450C17	CPT7	S17AH	Steroid 17-alpha-monooxygenase										
CYP19A1	cytochrome P450 family 19 subfamily A member 1	CYP19	ARO	P-450AROM	CPV1	ARO1	CYAR	aromatase								
CYP21A2	cytochrome P450 family 21 subfamily A member 2	CYP21	CYP21B	P450c21B	CA21H	CPS1	CAH1	Steroid 21-monooxygenase								
CYP24A1	cytochrome P450 family 24 subfamily A member 1	CYP24	CP24	P450-CC24												
CYP27A1	cytochrome P450 family 27 subfamily A member 1	CYP27	CTX	CP27	cerebrotendinous xanthomatosis											
CYP27B1	cytochrome P450 family 27 subfamily B member 1	VDD1	PDDR	CYP1	P450c1	VDDR I	1alpha(OH)ase	25-Hydroxyvitamin D3 1alpha-hydroxylase	Calcidiol 1-monooxygenase							
CYP39A1	cytochrome P450 family 39 subfamily A member 1															
CYP46A1	cytochrome P450 family 46 subfamily A member 1	CYP46														
CYP51A1	cytochrome P450 family 51 subfamily A member 1	CYP51	CP51	CYPL1	P450L1	LDM	P450-14DM									
DAGLA	diacylglycerol lipase alpha	C11orf11	KIAA0659	NSDDR	DAGLALPHA	neural stem cell-derived dendrite regulator										
DAGLB	diacylglycerol lipase beta	KCCR13L	DAGLBETA													
DAO	D-amino acid oxidase	DAMOX	DAAO													
DBH	dopamine beta-hydroxylase	DBM	dopamine beta-monooxygenase													
DBI	diazepam binding inhibitor, acyl-CoA binding protein	ACBP	ACBD1	endozepine												
DBT	dihydrolipoamide branched chain transacylase E2	BCOADC-E2	BCKAD-E2	BCKDH-E2	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	branched chain 2-oxo-acid dehydrogenase complex component E2									
DCK	deoxycytidine kinase															
DCT	dopachrome tautomerase	TYRP2	dopachrome delta-isomerase	L-dopachrome isomerase												
DCTD	dCMP deaminase															
DCTPP1	dCTP pyrophosphatase 1	MGC5627	RS21C6	CDA03	XTP3TPA	XTP3-transactivated protein A										
DCXR	dicarbonyl and L-xylulose reductase	KIDCR	DCR	SDR20C1	HCR2	P34H	short chain dehydrogenase/reductase family 20C, member 1	human carbonyl reductase 2	sperm surface protein P34H	kidney dicarbonyl reductase						
DDC	dopa decarboxylase	AADC	aromatic L-amino acid decarboxylase													
DDO	D-aspartate oxidase															
DECR1	2,4-dienoyl-CoA reductase 1	DECR	SDR18C1	short chain dehydrogenase/reductase family 18C, member 1												
DECR2	2,4-dienoyl-CoA reductase 2	PDCR	SDR17C1	short chain dehydrogenase/reductase family 17C, member 1												
DEGS1	delta 4-desaturase, sphingolipid 1	MLD	Des-1	DES1	FADS7	DEGS-1	sphingolipid delta(4)-desaturase 1	dihydroceramide desaturase 1								
DEGS2	delta 4-desaturase, sphingolipid 2	C14orf66	DES2	FADS8	sphingolipid delta(4)-desaturase 2	dihydroceramide desaturase 2										
DERA	deoxyribose-phosphate aldolase	CGI-26	DEOC													
DGAT1	diacylglycerol O-acyltransferase 1	DGAT	ARGP1													
DGAT2	diacylglycerol O-acyltransferase 2															
DGKA	diacylglycerol kinase alpha	DAGK	DAGK1	DGK-alpha												
DGKB	diacylglycerol kinase beta	DAGK2	KIAA0718	DGK	DGK-BETA											
DGKD	diacylglycerol kinase delta	KIAA0145	DGKdelta	diglyceride kinase												
DGKE	diacylglycerol kinase epsilon	DAGK6	DGK													
DGKG	diacylglycerol kinase gamma	DAGK3														
DGKH	diacylglycerol kinase eta	DGKeta														
DGKI	diacylglycerol kinase iota	DGK-IOTA														
DGKQ	diacylglycerol kinase theta	DAGK4	DAGK	DAGK7												
DGKZ	diacylglycerol kinase zeta	DAGK5	hDGKzeta	DGK-ZETA	DAGK6											
DGUOK	deoxyguanosine kinase	dGK														
DHCR7	7-dehydrocholesterol reductase	SLOS														
DHCR24	24-dehydrocholesterol reductase	DCE	KIAA0018	seladin-1	Delta(24)-sterol reductase											
DHFR	dihydrofolate reductase															
DHODH	dihydroorotate dehydrogenase (quinone)															
DHRS2	dehydrogenase/reductase 2	HEP27	SDR25C1	short chain dehydrogenase/reductase family 25C, member 1												
DHRS3	dehydrogenase/reductase 3	retSDR1	Rsdr1	SDR1	RDH17	SDR16C1	short chain dehydrogenase/reductase family 16C, member 1									
DHRS4	dehydrogenase/reductase 4	SCAD-SRL	SDR-SRL	humNRDR	FLJ11008	SDR25C2	short chain dehydrogenase/reductase family 25C, member 2									
DHRS9	dehydrogenase/reductase 9	RDHL	3alpha-HSD	RETSDR8	RDH15	SDR9C4	NADP-dependent retinol dehydrogenase/reductase	3-alpha hydroxysteroid dehydrogenase	retinol dehydrogenase homolog	short chain dehydrogenase/reductase family 9C, member 4						
DIO1	iodothyronine deiodinase 1	TXDI1	thyroxine 5'-deiodinase	type I iodothyronine deiodinase	selenoprotein DIO1											
DIO2	iodothyronine deiodinase 2	TXDI2	SelY	thyroxine deiodinase, type II	deiodonase-2	deiodinase-2	selenoprotein Y									
DIO3	iodothyronine deiodinase 3	TXDI3	thyroxine 5-deiodinase	selenoprotein DIO3												
DLAT	dihydrolipoamide S-acetyltransferase	DLTA	PDC-E2	E2	E2 component of pyruvate dehydrogenase complex	dihydrolipoyllysine-residue acetyltransferase										
DLD	dihydrolipoamide dehydrogenase	LAD	GCSL	DLDH	E3	OGDC-E3	E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex, branched chain keto acid dehydrogenase complex									
DLST	dihydrolipoamide S-succinyltransferase	DLTS	OGDC-E2	KGD2	Dihydrolipoyllysine-residue succinyltransferase	2-oxoglutarate dehydrogenase complex component E2										
DMGDH	dimethylglycine dehydrogenase															
DOLPP1	dolichyldiphosphatase 1	LSFR2	linked to Surfeit genes in Fugu rubripes 2													
DOT1L	DOT1 like histone lysine methyltransferase	KIAA1814	DOT1	KMT4	histone methyltransferase DOT1L											
DPEP1	dipeptidase 1															
DPEP2	dipeptidase 2															
DPEP3	dipeptidase 3															
DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	MGC21559	MGC111193	DPM synthase complex subunit												
DPYD	dihydropyrimidine dehydrogenase	DPD	DHPDHase	Dihydrothymine dehydrogenase	Dihydrouracil dehydrogenase											
DPYS	dihydropyrimidinase	DHPase														
DPYSL2	dihydropyrimidinase like 2	DRP-2	DHPRP2	CRMP2	DRP2											
DPYSL3	dihydropyrimidinase like 3	DRP-3	ULIP	CRMP4												
DTYMK	deoxythymidylate kinase	CDC8	TYMK	TMPK	dTMP kinase	thymidylate (dTMP) kinase										
DUOX1	dual oxidase 1	NOXEF1	THOX1	LNOX1	NADPH thyroid oxidase 1	flavoprotein NADPH oxidase	nicotinamide adenine dinucleotide phosphate oxidase									
DUOX2	dual oxidase 2	P138-TOX	P138(TOX)	THOX2	LNOX2	dual oxidase-like domains 2	nicotinamide adenine dinucleotide phosphate oxidase	flavoprotein NADPH oxidase	NADPH thyroid oxidase 2	NADH/NADPH thyroid oxidase p138-tox	NADPH oxidase/peroxidase DUOX2					
DUSP11	dual specificity phosphatase 11	PIR1	RNA/RNP complex 1-interacting													
DUT	deoxyuridine triphosphatase	dUTPase	dUTP diphosphatase													
EBP	EBP cholestenol delta-isomerase	CDPX2	CPX	CPXD	CHO2	3-beta-hydroxysteroid-delta-8,delta-7-isomerase	Chondrodysplasia punctata-2, X-linked dominant (Happle syndrome)	sterol 8-isomerase								
ECH1	enoyl-CoA hydratase 1	HPXEL	delta3,5-delta2,4-dienoyl-coenzyme A isomerase	peroxisomal enoyl-CoA hydratase 1												
ECHDC2	enoyl-CoA hydratase domain containing 2	FLJ10948														
ECHS1	enoyl-CoA hydratase, short chain 1	SCEH	short chain enoyl-CoA hydratase													
ECI1	enoyl-CoA delta isomerase 1	DCI	3,2 trans-enoyl-CoA isomerase													
ECI2	enoyl-CoA delta isomerase 2	PECI	ACBD2	DRS1	HCA88	acyl-Coenzyme A binding domain containing 2	 Hepatocellular carcinoma-associated antigen 88									
